content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam,appsTokensFdist,topTokens
"Udh di hapus data, reinstall kok masih mencari lokasi mohon bantuannya padahal sinyal aman"" Saja + mati sendiri ketika layar redup suaranya",1,-1,"udh di hapus data, reinstall kok masih mencari lokasi mohon bantuannya padahal sinyal aman"" saja + mati sendiri ketika layar redup suaranya","udh hapus data, reinstall mencari lokasi mohon bantuannya sinyal aman"" + mati layar redup suaranya","udh hapus data, reinstall mencari lokasi mohon bantuannya sinyal aman"" + mati layar redup suaranya","['udh', 'hapus', 'data', ',', 'reinstall', 'mencari', 'lokasi', 'mohon', 'bantuannya', 'sinyal', 'aman', ""''"", '+', 'mati', 'layar', 'redup', 'suaranya']","['udh', 'hapus', 'data', ',', ' ulang', 'mencari', 'lokasi', 'mohon', 'bantuannya', 'sinyal', 'aman', ""''"", '+', 'mati', 'layar', 'redup', 'suaranya']","['udh', 'hapus', 'data', 'ulang', 'cari', 'lokasi', 'mohon', 'bantu', 'sinyal', 'aman', '', 'mati', 'layar', 'redup', 'suara']",<FreqDist with 15 samples and 15 outcomes>,"[('udh', 1), ('hapus', 1), ('data', 1), ('ulang', 1), ('cari', 1)]"
"assalammuaikum✋izin beri ulasan ya suka banget.........😍😘👍 membantu banget👍👌 kalau lagi di perjalanan truss lupa bawa al-quran,membantu banget.mana pula ini gak pake data.Pokoknya the best deh👍💗💗 udah gitu aja semoga membantu😊😊",5,1,"assalammuaikum✋izin beri ulasan ya suka banget.........😍😘👍 membantu banget👍👌 kalau lagi di perjalanan truss lupa bawa al-quran,membantu banget.mana pula ini gak pake data.pokoknya the best deh👍💗💗 udah gitu aja semoga membantu😊😊","assalammuaikum✋izin ulasan ya suka banget.........😍😘👍 membantu banget👍👌 perjalanan truss lupa bawa al-quran,membantu banget.mana gak pake data.pokoknya the best deh👍💗💗 udah gitu aja semoga membantu😊😊","assalammuaikum✋izin ulasan ya suka banget......... membantu banget perjalanan truss lupa bawa al-quran,membantu banget.mana gak pake data.pokoknya the best deh udah gitu aja semoga membantu","['assalammuaikum✋izin', 'ulasan', 'ya', 'suka', 'banget', '.........', 'membantu', 'banget', 'perjalanan', 'truss', 'lupa', 'bawa', 'al-quran', ',', 'membantu', 'banget.mana', 'gak', 'pake', 'data.pokoknya', 'the', 'best', 'deh', 'udah', 'gitu', 'aja', 'semoga', 'membantu']","['assalammuaikum✋izin', 'ulasan', ' iya', 'suka', 'banget', '.........', 'membantu', 'banget', 'perjalanan', ' terus', 'lupa', 'bawa', 'al-quran', ',', 'membantu', 'banget.mana', 'gak', ' pakai', 'data.pokoknya', 'the', ' terbaik', 'deh', ' sudah', 'gitu', ' saja', 'semoga', 'membantu']","['assalammuaikum izin', 'ulas', 'suka', 'banget', 'bantu', 'banget', 'jalan', 'terus', 'lupa', 'bawa', 'al-quran bantu', 'banget mana', 'gak', 'pakai', 'data pokok', 'the', 'baik', 'sudah', 'gitu', 'saja', 'moga', 'bantu']",<FreqDist with 20 samples and 22 outcomes>,"[('banget', 2), ('bantu', 2), ('assalammuaikum izin', 1), ('ulas', 1), ('suka', 1)]"
"Aplikasi ini the best, mudah, tidak pernah masalah. Cocoklah buat di bawa2.",5,1,"aplikasi ini the best, mudah, tidak pernah masalah. cocoklah buat di bawa2.","aplikasi the best, mudah, masalah. cocoklah bawa2.","aplikasi the best, mudah, masalah. cocoklah bawa2.","['aplikasi', 'the', 'best', ',', 'mudah', ',', 'masalah', '.', 'cocoklah', 'bawa2', '.']","['aplikasi', 'the', ' terbaik', ',', 'mudah', ',', 'masalah', '.', 'cocoklah', 'bawa2', '.']","['the', 'best', 'mudah', 'masalah', 'cocok', 'bawa2']",<FreqDist with 6 samples and 6 outcomes>,"[('the', 1), ('best', 1), ('mudah', 1), ('masalah', 1), ('cocok', 1)]"
"Alhamdulillah udh bisa sampai juz 27 gara² aplikasi ini,Aplikasi ini sangat berguna untuk menghafal juz 30 dan saya hafalan sudah surah Abasa.",5,1,"alhamdulillah udh bisa sampai juz 27 gara² aplikasi ini,aplikasi ini sangat berguna untuk menghafal juz 30 dan saya hafalan sudah surah abasa.","alhamdulillah udh juz 27 gara² aplikasi ini,aplikasi berguna menghafal juz 30 hafalan surah abasa.","alhamdulillah udh juz 27 gara² aplikasi ini,aplikasi berguna menghafal juz 30 hafalan surah abasa.","['alhamdulillah', 'udh', 'juz', '27', 'gara²', 'aplikasi', 'ini', ',', 'aplikasi', 'berguna', 'menghafal', 'juz', '30', 'hafalan', 'surah', 'abasa', '.']","['alhamdulillah', 'udh', 'juz', '27', 'gara²', 'aplikasi', 'ini', ',', 'aplikasi', 'berguna', 'menghafal', 'juz', '30', 'hafalan', ' suruh', 'abasa', '.']","['alhamdulillah', 'udh', 'juz', '27', 'gara', 'ini aplikasi', 'guna', 'hafal', 'juz', '30', 'hafal', 'suruh', 'abasa']",<FreqDist with 11 samples and 13 outcomes>,"[('juz', 2), ('hafal', 2), ('alhamdulillah', 1), ('udh', 1), ('27', 1)]"
"Alhamdulillah, aplikasi Alquran yang sangat bermanfaat yang dilengkapi dengan arti perkata dan adzan pengingat waktu sholat selalu aktif.",5,1,"alhamdulillah, aplikasi alquran yang sangat bermanfaat yang dilengkapi dengan arti perkata dan adzan pengingat waktu sholat selalu aktif.","alhamdulillah, aplikasi alquran bermanfaat dilengkapi arti perkata adzan pengingat sholat aktif.","alhamdulillah, aplikasi alquran bermanfaat dilengkapi arti perkata adzan pengingat sholat aktif.","['alhamdulillah', ',', 'aplikasi', 'alquran', 'bermanfaat', 'dilengkapi', 'arti', 'perkata', 'adzan', 'pengingat', 'sholat', 'aktif', '.']","['alhamdulillah', ',', 'aplikasi', 'alquran', 'bermanfaat', 'dilengkapi', 'arti', 'perkata', 'adzan', 'pengingat', 'sholat', 'aktif', '.']","['alhamdulillah', 'alquran', 'manfaat', 'lengkap', 'arti', 'kata', 'adzan', 'ingat', 'sholat', 'aktif']",<FreqDist with 10 samples and 10 outcomes>,"[('alhamdulillah', 1), ('alquran', 1), ('manfaat', 1), ('lengkap', 1), ('arti', 1)]"
"Alhamdulillah aplikasi ini bagus sekali dan sangat membantu disaat ingin mengaji dimanapun lgsg buka apl.ini, bintang yg berbicara",5,1,"alhamdulillah aplikasi ini bagus sekali dan sangat membantu disaat ingin mengaji dimanapun lgsg buka apl.ini, bintang yg berbicara","alhamdulillah aplikasi bagus membantu disaat mengaji dimanapun lgsg buka apl.ini, bintang yg berbicara","alhamdulillah aplikasi bagus membantu disaat mengaji dimanapun lgsg buka apl.ini, bintang yg berbicara","['alhamdulillah', 'aplikasi', 'bagus', 'membantu', 'disaat', 'mengaji', 'dimanapun', 'lgsg', 'buka', 'apl.ini', ',', 'bintang', 'yg', 'berbicara']","['alhamdulillah', 'aplikasi', 'bagus', 'membantu', 'disaat', 'mengaji', 'dimanapun', ' langsung', 'buka', 'apl.ini', ',', 'bintang', ' yang', 'berbicara']","['alhamdulillah', 'bagus', 'bantu', 'saat', 'aji', 'mana', 'langsung', 'buka', 'apl ini', 'bintang', 'yang', 'bicara']",<FreqDist with 12 samples and 12 outcomes>,"[('alhamdulillah', 1), ('bagus', 1), ('bantu', 1), ('saat', 1), ('aji', 1)]"
"saya sebagai pengguna sangat suka sekali karena aplikasi ini mirotalnya banyak pilihan dan fiturnya lengkap, walapun memiliki kekurangan,yaitu bagian terakhir baca tidak sesuai",4,1,"saya sebagai pengguna sangat suka sekali karena aplikasi ini mirotalnya banyak pilihan dan fiturnya lengkap, walapun memiliki kekurangan,yaitu bagian terakhir baca tidak sesuai","pengguna suka aplikasi mirotalnya pilihan fiturnya lengkap, walapun memiliki kekurangan,yaitu baca sesuai","pengguna suka aplikasi mirotalnya pilihan fiturnya lengkap, walapun memiliki kekurangan,yaitu baca sesuai","['pengguna', 'suka', 'aplikasi', 'mirotalnya', 'pilihan', 'fiturnya', 'lengkap', ',', 'walapun', 'memiliki', 'kekurangan', ',', 'yaitu', 'baca', 'sesuai']","['pengguna', 'suka', 'aplikasi', 'mirotalnya', 'pilihan', 'fiturnya', 'lengkap', ',', ' walau', 'memiliki', 'kekurangan', ',', 'yaitu', 'baca', 'sesuai']","['suka', 'mirotalnya', 'pilih', 'fiturnya', 'lengkap', 'walau', 'kurang yaitu', 'baca']",<FreqDist with 8 samples and 8 outcomes>,"[('suka', 1), ('mirotalnya', 1), ('pilih', 1), ('fiturnya', 1), ('lengkap', 1)]"
Aplikasinya bagus. Sangat membantu. Hanya Mp3 nya tidak ada terjemahan nya. Terima kasih,4,1,aplikasinya bagus. sangat membantu. hanya mp3 nya tidak ada terjemahan nya. terima kasih,aplikasinya bagus. membantu. mp3 nya terjemahan nya. terima kasih,aplikasinya bagus. membantu. mp3 nya terjemahan nya. terima kasih,"['aplikasinya', 'bagus', '.', 'membantu', '.', 'mp3', 'nya', 'terjemahan', 'nya', '.', 'terima', 'kasih']","['aplikasinya', 'bagus', '.', 'membantu', '.', 'mp3', 'nya', 'terjemahan', 'nya', '.', 'terima', 'kasih']","['aplikasi', 'bagus', 'bantu', 'mp3', 'terjemah', 'nya', 'terima', 'kasih']",<FreqDist with 8 samples and 8 outcomes>,"[('aplikasi', 1), ('bagus', 1), ('bantu', 1), ('mp3', 1), ('terjemah', 1)]"
terbaikkk.. biasanya saya malas baca al quran sekarang gak ribet tingggal buka Hp..matap pokonya kalau ada lagi ku kasihh bintang1000,5,1,terbaikkk.. biasanya saya malas baca al quran sekarang gak ribet tingggal buka hp..matap pokonya kalau ada lagi ku kasihh bintang1000,terbaikkk.. malas baca al quran gak ribet tingggal buka hp..matap pokonya ku kasihh bintang1000,terbaikkk.. malas baca al quran gak ribet tingggal buka hp..matap pokonya ku kasihh bintang1000,"['terbaikkk', '..', 'malas', 'baca', 'al', 'quran', 'gak', 'ribet', 'tingggal', 'buka', 'hp', '..', 'matap', 'pokonya', 'ku', 'kasihh', 'bintang1000']","['terbaikkk', '..', 'malas', 'baca', 'al', 'quran', 'gak', 'ribet', 'tingggal', 'buka', ' seluler', '..', 'matap', ' pokok', 'ku', ' kasih', 'bintang1000']","['terbaikkk', 'malas', 'baca', 'al', 'quran', 'gak', 'ribet', 'tingggal', 'buka', 'hp matap', 'pokok', 'kasih', 'bintang1000']",<FreqDist with 13 samples and 13 outcomes>,"[('terbaikkk', 1), ('malas', 1), ('baca', 1), ('al', 1), ('quran', 1)]"
GK ada apa apa lagi bagus banget pokoknya gak nge bug dan aku jadi hafal yg aku harus afalin yaitu surat almu'minun 🙂,5,1,gk ada apa apa lagi bagus banget pokoknya gak nge bug dan aku jadi hafal yg aku harus afalin yaitu surat almu'minun 🙂,gk bagus banget pokoknya gak nge bug hafal yg afalin surat almu'minun 🙂,gk bagus banget pokoknya gak nge bug hafal yg afalin surat almu'minun ,"['gk', 'bagus', 'banget', 'pokoknya', 'gak', 'nge', 'bug', 'hafal', 'yg', 'afalin', 'surat', ""almu'minun""]","['gk', 'bagus', 'banget', 'pokoknya', 'gak', 'nge', 'bug', 'hafal', ' yang', 'afalin', 'surat', ""almu'minun""]","['gk', 'bagus', 'banget', 'pokok', 'gak', 'nge', 'bug', 'hafal', 'yang', 'afalin', 'surat', 'almu minun']",<FreqDist with 12 samples and 12 outcomes>,"[('gk', 1), ('bagus', 1), ('banget', 1), ('pokok', 1), ('gak', 1)]"
Setiap saat setiap waktu bisa beribadah menhafal mendengarkan dan membaca,5,1,setiap saat setiap waktu bisa beribadah menhafal mendengarkan dan membaca,beribadah menhafal mendengarkan membaca,beribadah menhafal mendengarkan membaca,"['beribadah', 'menhafal', 'mendengarkan', 'membaca']","['beribadah', 'menhafal', 'mendengarkan', 'membaca']","['ibadah', 'menhafal', 'dengar', 'baca']",<FreqDist with 4 samples and 4 outcomes>,"[('ibadah', 1), ('menhafal', 1), ('dengar', 1), ('baca', 1)]"
"Assalamu'alaikum. Saya lebih suka aplikasi Al Qur'an versi yang lama tanpa ada Premium tanpa ada membeda-bedakan. Apk Al Qur'an versi lama, bisa menempatkan jadwal sholat di layar utama, saya bisa tahu jadwal sholat tanpa harus masuk apk dan yang lebih utama waktu untuk berbuka puasa. Meskipun hal kecil tapi berjasa buat saya Kekecewaan dan penyesalan saya adalah memperbaharui Aplikasi Al Qur'an Indonesia ( Widget )",2,-1,"assalamu'alaikum. saya lebih suka aplikasi al qur'an versi yang lama tanpa ada premium tanpa ada membeda-bedakan. apk al qur'an versi lama, bisa menempatkan jadwal sholat di layar utama, saya bisa tahu jadwal sholat tanpa harus masuk apk dan yang lebih utama waktu untuk berbuka puasa. meskipun hal kecil tapi berjasa buat saya kekecewaan dan penyesalan saya adalah memperbaharui aplikasi al qur'an indonesia ( widget )","assalamu'alaikum. suka aplikasi al qur'an versi premium membeda-bedakan. apk al qur'an versi lama, menempatkan jadwal sholat layar utama, jadwal sholat masuk apk utama berbuka puasa. berjasa kekecewaan penyesalan memperbaharui aplikasi al qur'an indonesia ( widget )","assalamu'alaikum. suka aplikasi al qur'an versi premium membeda-bedakan. apk al qur'an versi lama, menempatkan jadwal sholat layar utama, jadwal sholat masuk apk utama berbuka puasa. berjasa kekecewaan penyesalan memperbaharui aplikasi al qur'an indonesia ( widget )","[""assalamu'alaikum"", '.', 'suka', 'aplikasi', 'al', ""qur'an"", 'versi', 'premium', 'membeda-bedakan', '.', 'apk', 'al', ""qur'an"", 'versi', 'lama', ',', 'menempatkan', 'jadwal', 'sholat', 'layar', 'utama', ',', 'jadwal', 'sholat', 'masuk', 'apk', 'utama', 'berbuka', 'puasa', '.', 'berjasa', 'kekecewaan', 'penyesalan', 'memperbaharui', 'aplikasi', 'al', ""qur'an"", 'indonesia', '(', 'widget', ')']","[""assalamu'alaikum"", '.', 'suka', 'aplikasi', 'al', ""qur'an"", 'versi', 'premium', 'membeda-bedakan', '.', ' aplikasi', 'al', ""qur'an"", 'versi', 'lama', ',', 'menempatkan', 'jadwal', 'sholat', 'layar', 'utama', ',', 'jadwal', 'sholat', 'masuk', ' aplikasi', 'utama', 'berbuka', 'puasa', '.', 'berjasa', 'kekecewaan', 'penyesalan', 'memperbaharui', 'aplikasi', 'al', ""qur'an"", 'indonesia', '(', 'widget', ')']","['assalamu alaikum', 'suka', 'al', 'qur an', 'versi', 'premium', 'beda', 'aplikasi', 'al', 'qur an', 'versi', 'lama', 'tempat', 'jadwal', 'sholat', 'layar', 'utama', 'jadwal', 'sholat', 'masuk', 'aplikasi', 'utama', 'buka', 'puasa', 'jasa', 'kecewa', 'sesal', 'baharu', 'al', 'qur an', 'indonesia', '', 'widget', '']",<FreqDist with 24 samples and 34 outcomes>,"[('al', 3), ('qur an', 3), ('versi', 2), ('aplikasi', 2), ('jadwal', 2)]"
Alhamdulillah dengan adanya Al-Qur'an digital sangat membantu dalam mengamalkan Al-Qur'an dimanapun dan kapanpun.,4,1,alhamdulillah dengan adanya al-qur'an digital sangat membantu dalam mengamalkan al-qur'an dimanapun dan kapanpun.,alhamdulillah al-qur'an digital membantu mengamalkan al-qur'an dimanapun kapanpun.,alhamdulillah al-qur'an digital membantu mengamalkan al-qur'an dimanapun kapanpun.,"['alhamdulillah', ""al-qur'an"", 'digital', 'membantu', 'mengamalkan', ""al-qur'an"", 'dimanapun', 'kapanpun', '.']","['alhamdulillah', ""al-qur'an"", 'digital', 'membantu', 'mengamalkan', ""al-qur'an"", 'dimanapun', 'kapanpun', '.']","['alhamdulillah', 'al-qur an', 'digital', 'bantu', 'amal', 'al-qur an', 'mana', 'kapan']",<FreqDist with 7 samples and 8 outcomes>,"[('al-qur an', 2), ('alhamdulillah', 1), ('digital', 1), ('bantu', 1), ('amal', 1)]"
Aplikasi sangat bagus didukung waktu sholat daerah masing2 yg sangat akurat,5,1,aplikasi sangat bagus didukung waktu sholat daerah masing2 yg sangat akurat,aplikasi bagus didukung sholat daerah masing2 yg akurat,aplikasi bagus didukung sholat daerah masing2 yg akurat,"['aplikasi', 'bagus', 'didukung', 'sholat', 'daerah', 'masing2', 'yg', 'akurat']","['aplikasi', 'bagus', 'didukung', 'sholat', 'daerah', 'masing2', ' yang', 'akurat']","['bagus', 'dukung', 'sholat', 'daerah', 'masing2', 'yang', 'akurat']",<FreqDist with 7 samples and 7 outcomes>,"[('bagus', 1), ('dukung', 1), ('sholat', 1), ('daerah', 1), ('masing2', 1)]"
"lumayan bagus,cuman untuk penulisan arabnya tidak bisa di besarkan lagi,mohon di perhatikan",3,0,"lumayan bagus,cuman untuk penulisan arabnya tidak bisa di besarkan lagi,mohon di perhatikan","lumayan bagus,cuman penulisan arabnya besarkan lagi,mohon perhatikan","lumayan bagus,cuman penulisan arabnya besarkan lagi,mohon perhatikan","['lumayan', 'bagus', ',', 'cuman', 'penulisan', 'arabnya', 'besarkan', 'lagi', ',', 'mohon', 'perhatikan']","['lumayan', 'bagus', ',', 'cuman', 'penulisan', 'arabnya', 'besarkan', 'lagi', ',', 'mohon', 'perhatikan']","['lumayan', 'bagus cuman', 'tulis', 'arab', 'besar', 'lagi mohon', 'perhati']",<FreqDist with 7 samples and 7 outcomes>,"[('lumayan', 1), ('bagus cuman', 1), ('tulis', 1), ('arab', 1), ('besar', 1)]"
Modelnya enak untuk digunakan. Tetapi kadang penempatan kalimatnya kurang kadang ada kalimat yang terpisah space padahal satu kalimat mohon diupdate untuk hal ini,5,1,modelnya enak untuk digunakan. tetapi kadang penempatan kalimatnya kurang kadang ada kalimat yang terpisah space padahal satu kalimat mohon diupdate untuk hal ini,modelnya enak digunakan. kadang penempatan kalimatnya kadang kalimat terpisah space kalimat mohon diupdate,modelnya enak digunakan. kadang penempatan kalimatnya kadang kalimat terpisah space kalimat mohon diupdate,"['modelnya', 'enak', 'digunakan', '.', 'kadang', 'penempatan', 'kalimatnya', 'kadang', 'kalimat', 'terpisah', 'space', 'kalimat', 'mohon', 'diupdate']","['modelnya', 'enak', 'digunakan', '.', 'kadang', 'penempatan', 'kalimatnya', 'kadang', 'kalimat', 'terpisah', 'space', 'kalimat', 'mohon', ' terbaru']","['model', 'enak', 'guna', 'tempat', 'kalimat', 'kalimat', 'pisah', 'space', 'kalimat', 'mohon', 'baru']",<FreqDist with 9 samples and 11 outcomes>,"[('kalimat', 3), ('model', 1), ('enak', 1), ('guna', 1), ('tempat', 1)]"
sangat beerguna untuk kita menghafal al quran dan ada latinnya untuk mempermudahkan kita untuk membaca al quran,5,1,sangat beerguna untuk kita menghafal al quran dan ada latinnya untuk mempermudahkan kita untuk membaca al quran,beerguna menghafal al quran latinnya mempermudahkan membaca al quran,beerguna menghafal al quran latinnya mempermudahkan membaca al quran,"['beerguna', 'menghafal', 'al', 'quran', 'latinnya', 'mempermudahkan', 'membaca', 'al', 'quran']","['beerguna', 'menghafal', 'al', 'quran', 'latinnya', 'mempermudahkan', 'membaca', 'al', 'quran']","['beerguna', 'hafal', 'al', 'quran', 'latinnya', 'mudah', 'baca', 'al', 'quran']",<FreqDist with 7 samples and 9 outcomes>,"[('al', 2), ('quran', 2), ('beerguna', 1), ('hafal', 1), ('latinnya', 1)]"
membantu mempermudah membaca Al Qur'an tulisan nya jelas dan ga susah,5,1,membantu mempermudah membaca al qur'an tulisan nya jelas dan ga susah,membantu mempermudah membaca al qur'an tulisan nya ga susah,membantu mempermudah membaca al qur'an tulisan nya ga susah,"['membantu', 'mempermudah', 'membaca', 'al', ""qur'an"", 'tulisan', 'nya', 'ga', 'susah']","['membantu', 'mempermudah', 'membaca', 'al', ""qur'an"", 'tulisan', 'nya', 'ga', 'susah']","['bantu', 'mudah', 'baca', 'al', 'qur an', 'tulis', 'ga', 'susah']",<FreqDist with 8 samples and 8 outcomes>,"[('bantu', 1), ('mudah', 1), ('baca', 1), ('al', 1), ('qur an', 1)]"
"Saya suka dg aplikasi ini, tapi semenjak klik perbaharui Alquran, huruf arabnya jadi kecil, sangat disayangkan buat yg matanya udah mulai berkurang, huruf Arab tidak bisa diperbesar lagi walaupun sudah maksimal. Tolong font hurufnya dikembalikan ke semula. Biar nyaman bacanya gak melotot2 kasihan kan matanya.",4,1,"saya suka dg aplikasi ini, tapi semenjak klik perbaharui alquran, huruf arabnya jadi kecil, sangat disayangkan buat yg matanya udah mulai berkurang, huruf arab tidak bisa diperbesar lagi walaupun sudah maksimal. tolong font hurufnya dikembalikan ke semula. biar nyaman bacanya gak melotot2 kasihan kan matanya.","suka dg aplikasi ini, semenjak klik perbaharui alquran, huruf arabnya kecil, disayangkan yg matanya udah berkurang, huruf arab diperbesar maksimal. tolong font hurufnya dikembalikan semula. biar nyaman bacanya gak melotot2 kasihan matanya.","suka dg aplikasi ini, semenjak klik perbaharui alquran, huruf arabnya kecil, disayangkan yg matanya udah berkurang, huruf arab diperbesar maksimal. tolong font hurufnya dikembalikan semula. biar nyaman bacanya gak melotot2 kasihan matanya.","['suka', 'dg', 'aplikasi', 'ini', ',', 'semenjak', 'klik', 'perbaharui', 'alquran', ',', 'huruf', 'arabnya', 'kecil', ',', 'disayangkan', 'yg', 'matanya', 'udah', 'berkurang', ',', 'huruf', 'arab', 'diperbesar', 'maksimal', '.', 'tolong', 'font', 'hurufnya', 'dikembalikan', 'semula', '.', 'biar', 'nyaman', 'bacanya', 'gak', 'melotot2', 'kasihan', 'matanya', '.']","['suka', 'dg', 'aplikasi', 'ini', ',', 'semenjak', 'klik', 'perbaharui', 'alquran', ',', 'huruf', 'arabnya', 'kecil', ',', 'disayangkan', ' yang', 'matanya', ' sudah', 'berkurang', ',', 'huruf', 'arab', 'diperbesar', 'maksimal', '.', 'tolong', 'font', 'hurufnya', 'dikembalikan', 'semula', '.', 'biar', 'nyaman', 'bacanya', 'gak', 'melotot2', ' kasih', 'matanya', '.']","['suka', 'dg', 'ini', 'semenjak', 'klik', 'baharu', 'alquran', 'huruf', 'arab', 'kecil', 'sayang', 'yang', 'mata', 'sudah', 'kurang', 'huruf', 'arab', 'besar', 'maksimal', 'tolong', 'font', 'huruf', 'kembali', 'mula', 'biar', 'nyaman', 'baca', 'gak', 'melotot2', 'kasih', 'mata']",<FreqDist with 27 samples and 31 outcomes>,"[('huruf', 3), ('arab', 2), ('mata', 2), ('suka', 1), ('dg', 1)]"
"Bagus , lebih bagus lagi tajuwidnya di lengkapi sampai tanda bac bdan lainya",5,1,"bagus , lebih bagus lagi tajuwidnya di lengkapi sampai tanda bac bdan lainya","bagus , bagus tajuwidnya lengkapi tanda bac bdan lainya","bagus , bagus tajuwidnya lengkapi tanda bac bdan lainya","['bagus', ',', 'bagus', 'tajuwidnya', 'lengkapi', 'tanda', 'bac', 'bdan', 'lainya']","['bagus', ',', 'bagus', 'tajuwidnya', 'lengkapi', 'tanda', 'bac', 'bdan', ' selain']","['bagus', '', 'bagus', 'tajuwidnya', 'lengkap', 'tanda', 'bac', 'bdan', 'selain']",<FreqDist with 8 samples and 9 outcomes>,"[('bagus', 2), ('', 1), ('tajuwidnya', 1), ('lengkap', 1), ('tanda', 1)]"
Alhamdulillah dengan adanya apl Qur'an ini dpat memudahkan kita tuk belajar mmbaca dan memahami isinya semoga kedepannya lebih sukses lagi,5,1,alhamdulillah dengan adanya apl qur'an ini dpat memudahkan kita tuk belajar mmbaca dan memahami isinya semoga kedepannya lebih sukses lagi,alhamdulillah apl qur'an dpat memudahkan tuk belajar mmbaca memahami isinya semoga kedepannya sukses,alhamdulillah apl qur'an dpat memudahkan tuk belajar mmbaca memahami isinya semoga kedepannya sukses,"['alhamdulillah', 'apl', ""qur'an"", 'dpat', 'memudahkan', 'tuk', 'belajar', 'mmbaca', 'memahami', 'isinya', 'semoga', 'kedepannya', 'sukses']","['alhamdulillah', ' aplikasi', ""qur'an"", 'dpat', 'memudahkan', 'tuk', 'belajar', 'mmbaca', 'memahami', 'isinya', 'semoga', 'kedepannya', 'sukses']","['alhamdulillah', 'aplikasi', 'qur an', 'dpat', 'mudah', 'tuk', 'ajar', 'mmbaca', 'paham', 'isi', 'moga', 'depan', 'sukses']",<FreqDist with 13 samples and 13 outcomes>,"[('alhamdulillah', 1), ('aplikasi', 1), ('qur an', 1), ('dpat', 1), ('mudah', 1)]"
sangat membatu saya dan anak2 dalam belajar Alquran saat pergi pun masih bisa membaca Alquran tingkatkan terus kwalitasnya👍,5,1,sangat membatu saya dan anak2 dalam belajar alquran saat pergi pun masih bisa membaca alquran tingkatkan terus kwalitasnya👍,membatu anak2 belajar alquran pergi membaca alquran tingkatkan kwalitasnya👍,membatu anak2 belajar alquran pergi membaca alquran tingkatkan kwalitasnya,"['membatu', 'anak2', 'belajar', 'alquran', 'pergi', 'membaca', 'alquran', 'tingkatkan', 'kwalitasnya']","[' bantu', 'anak2', 'belajar', 'alquran', 'pergi', 'membaca', 'alquran', 'tingkatkan', ' kualitas']","['bantu', 'anak2', 'ajar', 'alquran', 'pergi', 'baca', 'alquran', 'tingkat', 'kualitas']",<FreqDist with 8 samples and 9 outcomes>,"[('alquran', 2), ('bantu', 1), ('anak2', 1), ('ajar', 1), ('pergi', 1)]"
Sangat membantu dan bermanfaat dalam perjalanan jauhnya,5,1,sangat membantu dan bermanfaat dalam perjalanan jauhnya,membantu bermanfaat perjalanan jauhnya,membantu bermanfaat perjalanan jauhnya,"['membantu', 'bermanfaat', 'perjalanan', 'jauhnya']","['membantu', 'bermanfaat', 'perjalanan', 'jauhnya']","['bantu', 'manfaat', 'jalan', 'jauh']",<FreqDist with 4 samples and 4 outcomes>,"[('bantu', 1), ('manfaat', 1), ('jalan', 1), ('jauh', 1)]"
"Agar Al-Qur'an Indonesia tsb dibuat/dicetak sedemikian rupa shg mudah dibaca, dipahami/dimengerti arti dan maksudnya shg akan menjadikan bagi para kaum muslimin lebih tertarik untuk mempelajari Al-Qur'an lebih jauh lagi.",5,1,"agar al-qur'an indonesia tsb dibuat/dicetak sedemikian rupa shg mudah dibaca, dipahami/dimengerti arti dan maksudnya shg akan menjadikan bagi para kaum muslimin lebih tertarik untuk mempelajari al-qur'an lebih jauh lagi.","al-qur'an indonesia tsb dibuat/dicetak rupa shg mudah dibaca, dipahami/dimengerti arti maksudnya shg menjadikan kaum muslimin tertarik mempelajari al-qur'an lagi.","al-qur'an indonesia tsb dibuat/dicetak rupa shg mudah dibaca, dipahami/dimengerti arti maksudnya shg menjadikan kaum muslimin tertarik mempelajari al-qur'an lagi.","[""al-qur'an"", 'indonesia', 'tsb', 'dibuat/dicetak', 'rupa', 'shg', 'mudah', 'dibaca', ',', 'dipahami/dimengerti', 'arti', 'maksudnya', 'shg', 'menjadikan', 'kaum', 'muslimin', 'tertarik', 'mempelajari', ""al-qur'an"", 'lagi', '.']","[""al-qur'an"", 'indonesia', 'tsb', 'dibuat/dicetak', 'rupa', ' sehingga', 'mudah', 'dibaca', ',', 'dipahami/dimengerti', 'arti', 'maksudnya', ' sehingga', 'menjadikan', 'kaum', 'muslimin', 'tertarik', 'mempelajari', ""al-qur'an"", 'lagi', '.']","['al-qur an', 'indonesia', 'tsb', 'buat cetak', 'rupa', 'sehingga', 'baca', 'paham erti', 'arti', 'maksud', 'sehingga', 'jadi', 'kaum', 'muslimin', 'tarik', 'ajar', 'al-qur an', 'lagi']",<FreqDist with 16 samples and 18 outcomes>,"[('al-qur an', 2), ('sehingga', 2), ('indonesia', 1), ('tsb', 1), ('buat cetak', 1)]"
