content,score
Tolong saya saya tidak bisa lepas dari aplikasi ini Karena aplikasi ini sangat bagus dan menarik membuat saya bisa berubah membuat saya bisa salat tepat waktu Alhamdulillah saya bisa berubah semoga hari ini semuanya sehat walafiat ya,5
"dengan adanya aplikasi ini saya dapat membaca Al Qur'an dengan mudah, dan ketika saat saya tidak mempunya wudhu saya bisa membaca Al Qur'an melalui aplikasi ini💝💝💝",5
baguusss sukaa sukaa buat yang mauu baca Alquran lewat handphone bener bener praktisss!!!,5
Sangat membantu bagi pemula yang arafnya blm lancar ada huruf latinnya.,5
"aplikasi bagus buat bekal dunia dan akhirat,semoga yang membuat aplikasi ini di beri keberkahan dan safaat dari Alloh SWT...amin...sangat bermafaat..🙏🙏",5
"Bagus , kurang nya itu ga ada pencarian surat nya jadi harus nyari nyari",5
"bagus tp mines nya update terus tp tetep bagus sih,suka banget fitur nya,lebih gampang dan juga kl misalnya lg males buka alquran tinggal buka aplikasi ini hahaha bagi yang mager wokwok,aku makasih banget buat orang mager kaya akyuuuu wokwokk",4
"Dari Tahun 2015 Aplikasi ini tertanam di hp saya. Alhamdulillah selalu ingat waktu sholat, ingat baca Al-Qur'an dan tau arah kiblat.",5
"Aplikasi yang sangat membantu.. selain dapat melihat terjemahan ayat Al Qur'an, fitur jadwal sholat dalam aplikasi ini sangat membantu terutama ketika sedang bepergian ke luar kota",5
"udah setia sama apk ini untuk baca dan jadwal sholat dari jaman 2019, makin bagus sistemnya, makin sukaaa",5
"Untuk widget waktu sholat sekarang harus pake premium, padahal udah enak dulu",5
"Dr dulu suka sama apl ini, simpel ga ribet. Sekarang semenjak pasang widget harus premium dulu, maaf jadinya saya mending beralih ke apl yg lain aja",1
"Alqur'an dg fitur yg lengkap, sangat membantu baik bagi pemula maupun lanjutan.",5
"Kenapa jadwal shalatnya gak berfungsi,,,? Padahal sudah diatur aktif semua,,, 😭😭😭 Sudah saya ikuti juga info untuk jadwal sholat, di i manger sudah diaktifkan otomatis, pengaturan semua sudah aktif tapi mengapa jadwal shalat masih belum berfungsi,,,😭😭",5
Pengennya kalau setiap kata yg disuarakan ada kursor,4
"Terimakasih aplikasi yang sangat keren dan berguna sekali, mudah-mudahan Developer diberikan kemudahan untuk menambahkan fitur baca terjemahan, wah pasti lebih kereeen.",5
"sangat sangat bermanfaat, semoga creator, inovator, pengelola, semua yg terlibat dlm aplikasi ini, kami mendoakan surga krn aplikasi ini membantu memudahkan pemakainya berkomunikasi dg Allah SWT. Aamiin",5
"Huruf mudah dibaca, ada terjemahan perkata, kalo bisa untuk penanda ""terakhir dibaca"" ada beberapa. Misal terakhir dibaca arabnyaz sedangkan yg lain terakhir dibaca terjemahannya",5
Sangat membantu sekali untuk mempermudah ngaji dimana aja..,5
Wah ini bagus banget apk nya bisa mengajarkan kita untuk belajar lagi 🤩 aku bisa jadi hafiz qur'an semoga aja aku jadi hafiz qur'an Aamiinn,5
"Alhamdulillah, aplikasi Al-Qur'an ini benar2 sangat membantu saya saat ingin membaca Al Qur'an, terima kasih sekali",5
Saya penggunaan aplikasi ini dr lama. Tapi kenapa sekarang tdk bisa d pake Lsng log out..?? Udah beberapa kali unistal trs download. Tetap sama. 😌,5
sangat membantu untuk mendalami belajar membaca Al Qur'an.,4
Sangat membantu karena dimanapun bisa sambil baca alquran dengan mudah.dan dengan aplikasi ini saya bisa menghafal nya sedikit2.terimakasih🙏🙏,5
"Aplikasi yang sangat bermanfaat, semoga Allah SWT senantiasa selalu memberikan keberkahan dan juga kesuksesan untuk Admin dan semua orang yang terlibat dalam pembuatan Aplikasi Al Qur'an Indonesia. Aamiin ya rabbal alamiin",5
Aplikasi ini sangat2 membantu untuk menghafal Al-Qur'an dan murotal nya mudah d baca aplagi Untuk menghafal Al-Qur'an,5
"dapat membantu untuk membaca Alquran dimana saja, dan juga dapat menghafal Alquran kapan saja dan dimana saja tidak perlu harus membawa mushaf Alquran cukup dengan aplikasi ini saja. dan dapat mengetahui artinya perkata dalam setiap ayatnya. sekaligus dapat belajar bahasa arab langsung dari Alquran.",5
Terimakasih sangat membantu sekali saat sedang bepergian untuk menunjukkan waktu sholat dan arah kiblat.,5
Aplikasi ini membuat saya cepat menghafal menjadi lancar. Dan aku pun mulai menghafal dari ayat satu sampe seterusnya.Terimakasih banyak membuat aplikasi ini 🙏,5
"Aplikasi paling komplit, sangat membantu untuk semua fitur nya. Terima kasih",5
"Sekedar saran, overall aplikasinya udah bagus tapi tolong tambahkan pilihan untuk suara azan seperti mekkah, madinah dan lain sebagainya . . . Betewe saya udah lama pake apps ini dan udah up ke premium juga tolong developper untuk diapprove permintaan saya ukuran apps nambah ga masalah asal suara azannya ada pilihan dan juga lebih jernih dari yang sekarang",4
"Assalamualaikum warahmatullahi wa barakatu, aplikasi ini sangat membantu sekali dimana kapan saja bisa membacanya, apabila jika Al Qur'an kita ketinggalan ini bisa membantu dan banyak cara untuk mengaji saya beri rating 5 bintang, dan di Qur'an ini ada bahasa latinnya juga lalu memiliki jadwal shalat",5
"Saran bisa dibaca mode halaman, selebihnya sudah bagus dan semoga terus ada peningkatan 👍",5
"untuk kedepan bisa ditambah suara adzannya & untuk tiap shalat dibuat adzannya bisa berfariasi, juga untuk Al-Qur'annya sendiri bisa ditambah fitur baca perhalaman, jadi yang ingin baca perhalaman jadi lebih mudah. Terima kasih.",5
"Aplikasi yang sangat bermanfaat bagi saya yg menghafal Al Qur'an, dan jadwal waktu sholat juga membuat saya bisa sholat pada waktunya.♥",5
"Alhamdulillah.. aplikasi ini bermanfaat sekali terutama pada saat kita sedang dalam perjalanan dikendaraan, sedang dirumah sakit atau dimana saja dan ga bawa mushaf jadi ttp bisa baca Alquran dan juga bisa membantu untuk menunjuk arah kiblat. syukron jazakumullah khoir🙏🙏",5
"saya sudah update aplikasinya, namun tidak bisa donwload surat AL-BAQARAH. Peringatannya bilang bahwa server murottal tidak merespon.",5
"Sudah 4 tahun bersama app ini dan nyaman. Semoga developer app ini sehat selalu, dilimpahi berkah dari segala arah, rezeki yang tiada tara dan keluarga yang sakinah mawada warohmah",5
Dengan alquran Indonesia bisa membaca dan stidaknya mengerti artinya... Alhamdulillah,5
"Sangat membantu sekali untuk beribadah, semoga selalu mengembangkan fitur fitur yang selalu mempermudah ibadah dan menjadi ladang pahala jariyah. Amin🤲🙏",5
"aplikasi yang sangat bermanfaat dan satu hal lagi sebagai masukan, agar ditambahkan kalender hijriah.",5
"Ya Allah, premium aplikasi ini sekarang lebih mahal jadi Rp. 99.000, padahal dulu cuma Rp. 30.000 selamanya. Ternyata developernya sudah ganti, pantas lebih mengutamakan cuan daripada pahala.",1
"Aplikasinya bagus tapi kalo bisa di tambahin suara nada seperti 7 nada ya itu 1.Bayati,2.Shoba,3.Hijaz,4.Nahawand,5.Rost,6.Jiharkah, dan 7.Sikah saya lebih suka lagi kalo ini di tambahin nada-nada yg saya tuliskan...",5
"Tajwid warnanya kok gak ada sekarang , jadi putih polos , sama pembesar hurufnya kurang besar , di tambahi sedikit lagi. Thanks",2
semua nya lengkap latin-arabic surah ber urutan 👍 grafik nya juga bagus gak ngelag-ngelag gitu,5
sangat bermanfaat dan tampilan sangat mudah digunakan,5
"Alhamdulillah, jadi tambah semangat, karena dimudahkan dengan aplikasi al quran semoga menjadi amal ibadah buat kita semua",5
"sangat membantu.. ngetahui masuknya sholat,mempermudah untuk membaca Alqur'an sangat praktiss",5
Sangat bermanfaat bagi saya yang ingin mengaji karena saya perempuan jadi ada masa datang bulan dan saya ingin mengaji tapi perempuan yg datang bulan gak boleh pegang al - quran tetapi boleh membaca untung nya ada aplikasi ini yg bisa membuat saya mengaji,5
"Belajar baca alqur'an sangat menyenangkan dgn aplikasi ini... mudah"" an menjadi berkah Aamiiìin",5
Kalau bisa jadwal solat bisa disetel sebelum waktu azan.biar bisa ada persiapan untuk solat.arah kiblatnya kok gak bisa,4
"Kami membaca bisa sambil memahami maknanya ,dan bisa mendengarkan murotal imam yang kita mau dan kita ngak perlu mengingat tadi sampai mana kita tinggal kasih tanda sampai mana tadi kita baca selanjutnya kalo mau membaca tinggal klik langsung ketemu yang terakhir kita baca , Alhamdulillah semoga berkah bagi yangembacanya MK",5
"Alhamdulillah jd bs baca qur'an dimanapun berada wlwpun tanpa bawa Al qur'an, terima kasih ini sangat bermanfaat.",5
"hai aplikasi yg bagus banget,mohon kalau otomatis jangan ambil data kami apakah kamu nggak malu pakai nama ALQUR,AN INDONESIA,tapi nyata nya data2 kawan kami pada kehilangan???? maaf ini hanya dari komentar kawan2 kami yg setia dengan anda aplikasi!!!!!",1
"apk ini sangat sangat bermanfaat,apabila kita yang perempuan sedang berhalangan untuk pegang Al Qur'an yang asli dan sangat sangat membantu ♡",5
"Alhamdulilah sangat membatu bengat bagi aku yang males baca Alquran ,,dengan aplikasi ini dimana pun dan kapan pun bisa membaca Alquran",5
"Ini uda Sangat bagus sekali,,tulisan arab nya jelas di baca, ada tulisan latin nya dan ada juga terjemahan nya,, lengkap sudah,,kita bisa baca sendiri,,sangat membantu,, untuk mempermudah belajar,, tapi klu bisa di tambah lagi suara pembaca alqura nya, ada suara laki-laki baca alquran,,dan ada juga suara wanita baca alquran Nada BAYATI,, jadi kita bisa mengikuti nada tersebut jika kita mau.",5
"alhamdulillaah Aplikasi ini sangat berguna bg saya, jd gak harus bawa"" al-qur'an pisiknya,dgn aplikasi ini jg sudah sangat cukup,terimakasih bos,sukses selalu, semoga berkah,Aamiin yra🤲🏻🤲🏻🤲🏻",5
Bagus pas banget disaat kita bangun malam Punya Jadwal waktu sholat...dan bacaan AlQur'an pun praktis.....,5
buat HP saya merk itel belum bisa terdengar notifnya jd saya kasih bintang 3 dulu kalo sudah ada notif nya naik lagi terimakasih,3
"aplikasi nya membantu banget buat ingetin shalat + ayat ayat Al-Qur'an nya lengkap semua, pokoknya aplikasi nya bagus banget",5
Sangat bagus Sangat menyenangkan dan sangat membantu untuk membaca Al quran,5
"saya sangat suka menggunakan aplikasi ini, memudahkan saya setiap saat untuk membaca alquran, terimakasih sudah membuat aplikasi ini❤",5
Sangat bagus aplikasinya sangat bermanfaat banget dimanapun atau kemana pun pergi waktunya sesuai banget sama yg di tempat nya kita berada trimakasih kepada yang buat aplikasi ini semoga sehat selalu panjang umur dan rezekinya lancar,5
"Ada saran dari saya coba sedikan option tombol setting untuk mempercepat durasi audio ketika memutar al-qur'an dalam mode mp3 suara, trimakasih, di bilang untuk apa tentu saja agar tidak memakan durasi terlalu lama ketika di perlukan untuk isi daya pada materi tertentu.",5
"Ini aplikasinya sangat bagus, bukan hanya ada alquran saja tapi juga ada bahasa latin dan terjemahannya sehingga memudahkan untuk yang belum lancar baca alquran, dan ada juga pengingat sholat yang bisa kita sesuaikan dg daerah masing masing.",5
Sebelumnya saya pakai versi yang lama .. saya bisa pakai widget jadwal sholat .. tapi setelah update tidak bisa lagi .. katanya harus versi premium .. mohon maaf saya kecewa ... gak minat lagi pakai aplikasi ini .. menyesal saya update ...,1
Terbantu untuk membaca Al Quran dimana saja dan mudah menandai terakhir dibacanya. Salah satu kelemahan yg perlu dikembangkan update tempat utk waktu sholat tidak otomatis. Harus diupdate manual saat pindah lokasi,5
"Aplikasi yang paling beda dari yang lain, hariini hingga nanti, semoga aplikasi ini terus seperti ini, jangan pernah membedakan seseorang dengan cara pengguna PREMIUM dan TIDAK, jangan sampai iklan sampai mengganggu ketika membaca ayat ayat alquran di dalamnya, saya doakan kalian mendapatkan ratusan ribu amalan baik dari semua pengguna aplikasi ini. terimakasih banyak untuk kalian",5
"Saya tau memang kalian butuh penghasilan untuk bisa bertahan hidup, tapi ya jangan membatasi fitur widget juga sebelum update masih bisa dipakai. Nyesel dah jadinya update kali ini",2
Sangat membantu dlm mengulang hafalin di mana pun kita berada. Tanpa harus membawa al qur'an ke mana mana,5
Aplikasi yang sangat bagus dan memanfaat Alhamdulillah saya bisa belanja baca Alquran lengkap ada terjemahannya,5
"bagus sekali, sangat membantu saat kita ga bisa membawa mushaf fitur yang di berikan lengkap, dapat ditampilkan hanya arabnya saja, dengan Latinnya, atau dengan terjemahnya dikategorikan berdasarkan ayat juz, ditambah fitur buat memandai baca terakhir.",5
"Dulu sudah bagus tpi update terbaru Jadwal Sholat hanya untuk versi pro...jangan lah min... kembalikan seperti semula, Jadwal Sholat sangat penting bagi kita ummat muslim",4
"Bismillah min, untuk pengembangan aplikasi request widget untuk bagian ayat terakhir yang di baca min. Mode premium juga gkpp, Sepertinya samgat bermanfaat biar bisa ada widget untuk melanjutkan bacaan ayat yg terakhir dibaca. Makin praktis agar pengguna dekat dengan alquran. 😁",5
"Nangis banget update sekarang widget jadwal sholatnya premium, padahal itu kepake banget. Skrg jadi nggak terlalu kepake aplikasinya karena lebih sering baca di kitab Al-qur'annya. Mungkin kalau mau baca artinya baru buka ini. Tapi sejauh ini aplikasinya bagus, cuma agak kecewa aja nggak bisa pakai widget jadwal sholatnya lagi.",4
Apl ini bagus banget tapi tolong iklannya mengganggu. Aplikasinya keren bisa suara azan. Jadi tolong perbaiki semuanya Assalamu'alaikum,4
"aplikasi ini sangat bagus sebelumnya anak saya candu main game karna ada irama² yang merdu anak saya jadi suka ngaji dan lalu ia tertarik untuk mondok, hanya ini terimakasih",4
"Dulu suka banget sama aplikasi ini, soalnya bisa ngingetin waktu sholat dan bisa ditampilin di beranda. Tapi sekarang udh ga bisa, harus premium dulu. Hmmm...",3
"Alhamdulillah sudah install aplikasi sejak lama bangettt, tapi setelah di-update bar jadwal sholat jadi hilang di tampilan hp saya, hanya aplikasi ini yang mengingatkan waktu sholat saya sehari hari, dan sekarang ternyata harus beli versi premiumnya untuk membuka fitur"" lainya, meskipun jadwal sholat masih bisa dilihat ketika membuka aplikasi nya dlu itu sedikit merepotkan, sedikit kekecewaan bagi saya, maaf saya kasih rating sesuai hati nurani saya kak🙏",2
"Aplikasi Al-Qur'an terbagus saya pake dari saya kelas 2 SMP sampe sekarang saya udah kerja tetep pake aplikasi ini,tidak ada yang berubah,makin sering di update makin bagus terimakasih",5
Alhamdulillah.. sangat membantu kami dalam membaca dan mempelajari kitab Al Qur'an.. semoga semakin ditingkatkan bentuk dan kreatifitasnya.. biar semakin mudah difahami..👍👍👍👍,4
"Jujur lebih bagus versi lama. Versi sekarang iklannya sungguh mengganggu, fitur widget juga udah ngga bisa lagi dipake karna harus premium.",4
"Bagus sebenarnya, tapi sering tidak muncul notifikasi saat adzan tiba waktunya, dan sekarang widget nya tdk dapat menampilkan daftar waktu sholat (jadwal sholat ini hanya untuk) itu saja ketika widget di layar beranda ponsel Mohon perbaikannya",3
"Aku baru-baru berlanggan pertahun tapi theme widget tidak ada pilihan warna hitam hanya putih saja tidak seperti dulu widgetnya hitam, semoga bisa ada widget theme hitam biar nyatuh tema hp yang digunakan",5
"bagus buat jadwal sholatnya tepat waktu, arah kiblatnya aja yg agak kurang presisi tapi ngga terlalu jauh kok, alqur'annya juga tulisannya ok..",5
"aplikasi nya bagus, bisa ditandain sampe mana yg dibaca, dn juga bisa didengarkan murottal nya, pokok nya aplikasi nya perfect bgt dehhh!!!!",5
"ma syaa ALLAH dgn adanya Al - Qur'an android sangat simple ,bisa ngaji kapan aja. bsa mentadaburi kpn saja .dan bsa mendengarkan murotal setiap saat.walaupun tetap mushaf yg lebih baik. tapi ketika kita diluar rumah sangat membantu 😊",5
"Saya kecewa dengan aplikasi ini, awalnya saya kasih bintang 5 karena sangat membantu saya untuk melihat jadwal sholat yg ada di jepang, dan jadwal nya pun bisa di liat di layar utama hp. Tapi sekarang semenjak update harus ikut premium supaya bisa liat jadwal di layar utama kalau tidak harus masuk apk nya untuk melihat, dan juga ada iklan ketika masuk apk. Memang ya jaman sekarang apa apa harus uang. Memang ga repot kalau sekedar masuk apk untuk liat jadwal, tapi buang waktu karena iklan juga",3
"Sudah sangat bagus. Skedar saran dari saya, kalau bisa tambahkan juga mode hafalan biar sekaligus jadi Qur'an hafalan yang membantu untuk menghafal.",5
"Aplikasinya membantu bngt si buat aku yang sibuk jadi kaya simpel ga harus bawa Qur'an kmna"" tinggal buka hp jadi ga ada alesan lagi buat ga baca Al Qur'an, itung-itung baca novel yang berpahala",5
Al - qur'an ini sangat membantu saya 3 tahun menggunakan aplikasi ini dapat menghafal dengan mudah buktinya saya sedang menghafal juz 29 surat al - nuh dan banyak tajwid nya apalagi tajwid nya berwarna dan bisa menandai surat yang saya baca seru deh pokoknya kalau belajar menggunakan aplikasi ini.,5
"Saya sering menggunakan widget aplikasi ini untuk memantau waktu sholat, sekarang sudah tidak bisa lagi, hanya untuk premium/berbayar untuk bisa menggunakan widget, sangat di sayangkan, memantau waktu sholat saja harus bayar.",2
"Dulu saya kasih bintang 5, dan sering sekali saya sholat mengacu ke notifikasi aplikasi ini yg otomatis muncul dan mengingatkan sholat, saat feature ini mulai berbayar, jadwal saya jadi berantakan karena harus membuka aplikasi dulu baru lihat jam nya... sangat disayangkan...",2
Aplikasinya sangat bagus dan simpel bisa baca dengan tajwid yg benar berlanjut tanpa lompat2. Saya sangat suka dan senang memakai aplikasi ini ada fitur waktu sholat 5 waktu automatis dimana kita berada dan menentukan arah qiblat. Saya mohon juga sama admin untuk manambahkan doa2 khusus.,5
"Alhamdulillah insyaAlloh berkah,aplikasi yg sangat bagus dan mudah memahami bacaan tajwitnya karna sudah di lengkapi dengan tanda tajwidnya,semoga jadi ilmu bermanfaat dan semakin sukses buat aplikasinya",5
"Semenjak di update, gabisa nambahin widget pengingat waktu shalat, padahal itu penting bgt, sekarang jadi segala harus langganan premium dulu ...",3
Aplikasi yg baik. terlebih jika negara memfasilitasi yg premium agar bebas biaya. supaya orang yg kurang mampu dapat memanfaatkan semua fitur secara offline Terimakasih kepada tim developer dan para pemberi fasilitas aplikasi ini. dan semua tim yg terlibat dalamnya. Mudah mudahan Alloh memberi keberkahan kepada kita semua. Amin... Yaa Robb,5
Padahal seneng pake app ini bagus dan ada widget jadwal solatnya. Tapi sekarang kok widget jadwal solat hanya bisa untuk versi premium.. 😢,4
"Sangat bagus aplikasi ini,saya menggunakan aplikasi ini sejak 2016.sedikit saya menambahkan, tentang jadwal sholat,mohon sekali di tambahkan waktu syuruq dan Dhuha. Wassalamu'alaikum wr wb.",5
"Sangat mudah untuk di baca, mudah di mengerti, yang bikin suka lagi ada terjemahannya dan bacaan tajwid. Sangat puas dengan aplikasi ini.",5
"Sangat membantu dikala kita kaum muslim lagi diluar ingin membaca qur'an tapi tidak membawa al-quran, qur'an mobile ini sangat² perlu bagi saya yang ingin banyak belajar dari mulai ilmu tajwid sampai ke makna isi qur'an untuk membimbing hidup kami kaum muslimin",5
"Assalamualaikum warahmatullahi wabarakatuhAplikasi Ini sangat mendidik Bagi saya, jadi kalau kemana mana Saya , jika tidak ada al'quran Saya membaca Dari HP terimaksih untuk membuat aplikasi Ini developer, hanya ini yang bisa saya sampaikan assalamu'alaikum warahmatullahi wabarakatuh",5
"saya sudah lama banget Gonta ganti HP selalu download aplikasi ini mudah simpel tidak neko-neko, tidak selalu pernah ribet minta update, muuaaaanntaaaap",5
"Aplikasinya sangat mantap... Aplikasi karya anak bangsa selain membanggakan, sangat bermanfaat mengatur rytme ibadah dan selalu mengingatkan setiap tibanya saat menghadap Alloh SWT.. Alhamdulillah.. Tabarokalloh... Jazakumullohu khoiron jaza Terimakasih update perbaikan menuju kesempurnaanya... amin",5
"udah pakai apk ini bertahun². tapi baru skrng memutuskan uninstal, karna mau pasang wedget jadwal shalat di layar menu harus berbayar😢😢 maaf aku berpaling ke apk lain cuma krna hal kecil, tapi berpengaruh bagi pengguna sprti saya.",3
"Bismillahirrahmanirrahim Aplikasi Al Qur'an yang lama saya install dan tetap saya jadikan pilihan meski ganti hp. Tampilan dan format teks serta terjemahan berikut disertai bantuan pelafadzan dalam pembacaannya insyaAllah memudahkan pemakainya, saya menyukainya karena ada murotal dari Syekh Hani Ar Rifai Terima kasih, sukses selalu",5
"Terimakasih, mohon maaf, bisakah di adakan fitur simpan sperti di kaitkan di akun google, supaya jika tak sengaja terhapus/hp hilang masih bisa di lanjut membaca di hp yg baru. Edit: terimakasih banyak admin🙏, sekarang fitur simpan sudah ada, mudah2an jdi amal jariah untuk semua para pekerja di aplikasi ini..",5
Al Quran Indonesia ini sangat bagus udh ada terjemahan nya dan latin nya terus suara muratal nya bisa di ganti selain itu juga ada jadwal solat nya dan kiblat solat dan ada pencarian nya. Kalau kata saya semua di aplikasi ini sudah lengkap. Terima kasih banyak yng sudah membuat aplikasi ini 😘,5
"Aplikasi ini saya gunakan sudah lama sekali,sekarang kecewa dengan metode kalibrasi untuk menentukan arah kiblat, sangat merepotkan dan tidak dapat dibuka, tolong di kembalikan seperti dulu aja",3
"Sekedar masukan, lebih bagus lagi pake fitur login drive google, supaya bisa backup dan restore bookmark. Jazakallahu khoiron katsiron.. Kalo ada backup bookmark di drive, tidak kehilangan bookmark saat berganti hp.",5
"Tor, kenapa font besarnya jadi kecil? saya sudah berumur mau setengah abad kesulitan baca, padahal sebelumnya bisa tadarus di hp di manapun tanpa kaca mata, mohon kembalikan, sayang ganjaran nya kan ibadah baca Al Quran nya pindah ke app sebelah",5
"sangat membantu dalam membaca Alquran, begitupun mencocokkan bacaan kita dengan tajwid yg sebenarnya , mengingatkan kita daripada bacaan terakhir sehingga membacanya dapat berjalan terus hingga hatam .",5
"Semoga kedepannya lagi fitur2 nya bertambah meningkat. Masukan baiknya tambahkan fitur tafsir, seluruh bahasa, fitur penyimpan, fitur untuk ngaji pemula",5
"Aplikasi nya bagus, cuma sayang bangett ndak bisa dipake widget klo ndak premium, satu lagi sekarang knp sering banget ndak bisa nambahin ayat/surat ke bookmark yaa? Kn sebel nggak sekali dua kali lohh, jadi males makenya, tolong developer diperbaiki lagi! klo masalah terselesaikan insyaallah saya tambah 1 bintang lagi :)",4
"apk nya sangat bermanfaat, insyaallah.. fitur jg lumayan komplit.. tp sayangnya setelah diperbarui, widget waktu sholat nya tidak bisa dipasang dilayar depan lagi, hanya utk premium.. sblm diperbarui masih bisa melihat jadwal waktu sholat dilayar depan jd tdk perlu buka apk..",5
"Aplilkasi AL-Qur'an paling bagus yang saya temukan, tulisan arab, latin dan terjemahannya jelas, dan bagus. Tapi sedikit masukannya dari saya, kalau bisa di kasih doa² penting atau paling tidak do'a khotmil Qur'annya, supaya kalau tamat baca 30 Juz bisa langsung baca do'a khotmil Qur'annya langsung dari aplikasi ini.",5
"Tolong dong kak balikin fitur yg bisa naro jadwal sholat di layar utama HP biar ga harus bolak-balik buka apk:) dan ga harus premium untuk aktivasi fiturnya, semoga di acc dan menjadi amal jariyah 🙏🏻🙏🏻",4
"Aplikasi Al-Qur'an Indonesia yang sangat membantu memudahkan membaca Al-Qur'an dengan sangat mudah,,terima kasih dengan adanya aplikasi ini mempermudah membaca Al-Qur'an setiap hari,,pokoknya untuk teman-teman yang ingin meng instal aplikasi ini jangan ragu² ya soalnya aplikasinya sangat bagus 💯",5
"Saya suka dengan aplikasi ini sangat membantu, tapi semenjak ada kebijakan Wignet harus go premium, saya kecewa kerna dulu pertama kali saya download tidak ada seperti ini, setelah update malah berubah. Kalau bisa tolong lah developer fitur Wignet bisa digunakan tanpa Go premium atau rubah biaya operasional GO premium nya menjadi lebih terjangkau",3
"Tulisan arabika nya ramping tipis dan tdk tebal,dan juga jarak antra hurup satu dgn yg lainnya tdk terlalu rapat sekali,jadi mudah terbaca.",5
"Bagus, memori juga ramping, fitur sederhana tp sdh mencukupi kebutuhan ibadah, Saran sy mohon bisa di realisasikan, klo bisa Notifikasi setelah saat azan waktu sebelumnya, segera diganti jadwal salat berikutnya, biar kita bisa siap2 untuk salat berikutnya tanpa hrs lihat jadwal dgn buka aplikasi. Trimakasi.",5
"Saya menggunakan beberapa aplikasi Al-Quran. Diantaranya aplikasi ini dan Quran Best. Menurut saya keduanya saling melengkapi. Karena widget jadwal shalat tidak bisa lagi diakses, maka saya menggunakan widget jadwal shalat dari aplikasi Quran Best. Semoga bisa membantu teman-teman. Terimakasih.",5
"Alhamdulillah, sangat terbantu dengan apk ini. Cuma beberapa bulan ini... Karena faktor usia... Saya mohon agar ukuran huruf bisa diperbesar lagi... Karena saya sudah kurang nyaman karena ukuran hurup yg sampai 30... Mohon ditambah lagi...🙏🙏🙏",5
"Aplikasi Al-Qur'an ngeten:) bagus (apik) Bereh, ada fitur terjemahannya juga ada latinnya, terus juga bisa memilih (pilihan suara Imam), Terus juga ada terjemahan perkata, bisa mengatur kenyamanan mata 😁 saat membaca Alquran, dari segi ukuran huruf bisa di atur kecil atau besar, cocok juga untuk lansia, terus juga ada jadwal sholat nya",5
"ui-nya sangat bagus, mudah dan senang digunakan. hanya saja akan lebih baik jika ditambah fitur baca dengan format halaman/lembar seperti Qur'an mushaf supaya senang mengejar target bagi yang sudah terbiasa menggunakan Qur'an mushaf ingin mudah dan senang membaca Qur'an kemana mana yaitu dalam hp.",5
"Aplikasi yg simpel dan sederhana, hanya saja tidak ada sistem pembuatan akun, sehingga harus membeli paket premium berulang kali ketika ganti hp.",5
"sangat bagus, mempermudah salah membaca Alquran,tidak perlu bawa Al-Qur'an karena sudah ada di hp, tp sayang, update baru malah widget notifikasi adzan harus premium, padahal sangat membantu melihat waktu adzan.",3
"Aplikasinya bagus banget sebenarnya. Tapi mengapa sekarang harus ada versi premiumnya, sehingga membatasi fitur-fitur yang keren. Dimohonkan pembuatan aplikasi ini untuk kemaslahatan kan? Tetapi mengapa harus dibatasi fitur dikarenakan adanya versi premiumnya",4
"Alhamdulilah,, begitu rilisnya Apk in memudahkan saya untuk terus menambah Pengalaman, Wawasan dan Mudah di pakai pada saat-saat Umat Muslim menunaikan Waktunya.. Tapi belakangan ini Untuk Widgetnya sudah Versi Premium Ya..?? Sayang sekali Pahala yg begitu besar mengalir agar bisa Menjadi Amal Jariyah menjadi surut sedikit demi sedikit..",5
"Assallamu'allaikum. Sangat berguna dan membantu sekali dan juga sangat bermanfaat, serta sangat mudah di gunakan.. 🙏😊 Terima kasih PT. Dalfindo Cipta Karya, karena sudah membuat aplikasi yang sangat bagus dan sangat berguna sekali.. 🙏😊. Wassalamu'allaikum.. 🙏😊",5
"Aplikasi bagus, bermanfaat. Namun sering kali mendapat notifikasi untuk diperbaharui (3-5 hari sekali). Saran juga agar tidak terlalu banyak iklan dalam aplikasi karena sangat menggangu. Terima kasih.",3
"Mohon maaf sebelumnya saya sudah donasi buat aplikasi ini, kemudian setelah itu kan dapat fasilitas bebas iklan selamanya. Tapi sekarang kok tiba-tiba jadi banyak iklan dan harus update ke versi premium lagi? Maksud saya oke lah gapapa disuruh upgrade ke premium, developer perlu ada pemasukan juga untuk perkembangan aplikasi. Tapi apakah yang sebelumnya itu masa langsung ga dianggap? Hehehe",3
"buat bs nge-zoom dong min, kyk bc komik gitu. Kadang ada tanda baca yg warna merah/orange, atau kata yg sambungannya rekat, susah dibacanya dgn format yg skrg, jd harus deketin layar hp ke muka dl 🙏",5
"semenjak saya Download aplikasi Al-Qur'an Indonesia,, baca Al-Qur'an Nya jadi sangat mudah,, dan jadwal sholat Nya sangat akurat,, saya jadi seneng banget,, trimakasi,, Al-Qur'an Indonesia,, mudah mudahan seluruh muslim Indonesia Bisa mendownloadnya,,,Amin,,",5
"Aplikasinya bagus dan sangat membantu, tapi sayang kini widget nya hanya untuk premium, dan sekarang notivikasinga sering tidak muncul, padahal saya sudah mengikuti instruksi kalau notiv tidak muncul, tapi tetap samasaja",4
Aplikasi ini bagus sekali cocok untuk mengaji tetapi ada kekurangan nya yaitu jika kita ingin membuat ada suaranya itu kita harus unduh terlebih dahulu tetapi tetap bagus kok jadi saya akan memberikan 4 bintang <⭐⭐⭐⭐>,4
