content,score,Label,textCaseFolding,textStopWord,textClean,textTokens,teksNormalized,textSteam
"Saya tau memang kalian butuh penghasilan untuk bisa bertahan hidup, tapi ya jangan membatasi fitur widget juga sebelum update masih bisa dipakai. Nyesel dah jadinya update kali ini",2,-1,"saya tau memang kalian butuh penghasilan untuk bisa bertahan hidup, tapi ya jangan membatasi fitur widget juga sebelum update masih bisa dipakai. nyesel dah jadinya update kali ini","tau butuh penghasilan bertahan hidup, ya membatasi fitur widget update dipakai. nyesel dah update kali","tau butuh penghasilan bertahan hidup, ya membatasi fitur widget update dipakai. nyesel dah update kali","['tau', 'butuh', 'penghasilan', 'bertahan', 'hidup', ',', 'ya', 'membatasi', 'fitur', 'widget', 'update', 'dipakai', '.', 'nyesel', 'dah', 'update', 'kali']","[' tahu', 'butuh', 'penghasilan', 'bertahan', 'hidup', ',', ' iya', 'membatasi', 'fitur', 'widget', ' terbaru', 'dipakai', '.', ' sesal', ' sudah', ' terbaru', 'kali']","[' tahu', 'butuh', 'penghasilan', 'bertahan', 'hidup', ',', ' iya', 'membatasi', 'fitur', 'widget', ' terbaru', 'dipakai', '.', ' sesal', ' sudah', ' terbaru', 'kali']"
Sangat membantu dlm mengulang hafalin di mana pun kita berada. Tanpa harus membawa al qur'an ke mana mana,5,1,sangat membantu dlm mengulang hafalin di mana pun kita berada. tanpa harus membawa al qur'an ke mana mana,membantu dlm mengulang hafalin berada. membawa al qur'an,membantu dlm mengulang hafalin berada. membawa al qur'an,"['membantu', 'dlm', 'mengulang', 'hafalin', 'berada', '.', 'membawa', 'al', ""qur'an""]","['membantu', 'dalam', 'mengulang', 'hafalin', 'berada', '.', 'membawa', 'al', ""qur'an""]","['membantu', 'dalam', 'mengulang', 'hafalin', 'berada', '.', 'membawa', 'al', ""qur'an""]"
Aplikasi yang sangat bagus dan memanfaat Alhamdulillah saya bisa belanja baca Alquran lengkap ada terjemahannya,5,1,aplikasi yang sangat bagus dan memanfaat alhamdulillah saya bisa belanja baca alquran lengkap ada terjemahannya,aplikasi bagus memanfaat alhamdulillah belanja baca alquran lengkap terjemahannya,aplikasi bagus memanfaat alhamdulillah belanja baca alquran lengkap terjemahannya,"['aplikasi', 'bagus', 'memanfaat', 'alhamdulillah', 'belanja', 'baca', 'alquran', 'lengkap', 'terjemahannya']","['aplikasi', 'bagus', 'memanfaat', 'alhamdulillah', 'belanja', 'baca', 'alquran', 'lengkap', 'terjemahannya']","['aplikasi', 'bagus', 'memanfaat', 'alhamdulillah', 'belanja', 'baca', 'alquran', 'lengkap', 'terjemahannya']"
"bagus sekali, sangat membantu saat kita ga bisa membawa mushaf fitur yang di berikan lengkap, dapat ditampilkan hanya arabnya saja, dengan Latinnya, atau dengan terjemahnya dikategorikan berdasarkan ayat juz, ditambah fitur buat memandai baca terakhir.",5,1,"bagus sekali, sangat membantu saat kita ga bisa membawa mushaf fitur yang di berikan lengkap, dapat ditampilkan hanya arabnya saja, dengan latinnya, atau dengan terjemahnya dikategorikan berdasarkan ayat juz, ditambah fitur buat memandai baca terakhir.","bagus sekali, membantu ga membawa mushaf fitur lengkap, ditampilkan arabnya saja, latinnya, terjemahnya dikategorikan berdasarkan ayat juz, ditambah fitur memandai baca terakhir.","bagus sekali, membantu ga membawa mushaf fitur lengkap, ditampilkan arabnya saja, latinnya, terjemahnya dikategorikan berdasarkan ayat juz, ditambah fitur memandai baca terakhir.","['bagus', 'sekali', ',', 'membantu', 'ga', 'membawa', 'mushaf', 'fitur', 'lengkap', ',', 'ditampilkan', 'arabnya', 'saja', ',', 'latinnya', ',', 'terjemahnya', 'dikategorikan', 'berdasarkan', 'ayat', 'juz', ',', 'ditambah', 'fitur', 'memandai', 'baca', 'terakhir', '.']","['bagus', 'sekali', ',', 'membantu', 'ga', 'membawa', 'mushaf', 'fitur', 'lengkap', ',', 'ditampilkan', 'arabnya', 'saja', ',', 'latinnya', ',', 'terjemahnya', 'dikategorikan', 'berdasarkan', 'ayat', 'juz', ',', 'ditambah', 'fitur', 'memandai', 'baca', 'terakhir', '.']","['bagus', 'sekali', ',', 'membantu', 'ga', 'membawa', 'mushaf', 'fitur', 'lengkap', ',', 'ditampilkan', 'arabnya', 'saja', ',', 'latinnya', ',', 'terjemahnya', 'dikategorikan', 'berdasarkan', 'ayat', 'juz', ',', 'ditambah', 'fitur', 'memandai', 'baca', 'terakhir', '.']"
"Dulu sudah bagus tpi update terbaru Jadwal Sholat hanya untuk versi pro...jangan lah min... kembalikan seperti semula, Jadwal Sholat sangat penting bagi kita ummat muslim",4,1,"dulu sudah bagus tpi update terbaru jadwal sholat hanya untuk versi pro...jangan lah min... kembalikan seperti semula, jadwal sholat sangat penting bagi kita ummat muslim","bagus tpi update terbaru jadwal sholat versi pro...jangan min... kembalikan semula, jadwal sholat ummat muslim","bagus tpi update terbaru jadwal sholat versi pro...jangan min... kembalikan semula, jadwal sholat ummat muslim","['bagus', 'tpi', 'update', 'terbaru', 'jadwal', 'sholat', 'versi', 'pro', '...', 'jangan', 'min', '...', 'kembalikan', 'semula', ',', 'jadwal', 'sholat', 'ummat', 'muslim']","['bagus', ' tapi', ' terbaru', 'terbaru', 'jadwal', 'sholat', 'versi', ' profesional', '...', 'jangan', 'min', '...', 'kembalikan', 'semula', ',', 'jadwal', 'sholat', 'ummat', 'muslim']","['bagus', ' tapi', ' terbaru', 'terbaru', 'jadwal', 'sholat', 'versi', ' profesional', '...', 'jangan', 'min', '...', 'kembalikan', 'semula', ',', 'jadwal', 'sholat', 'ummat', 'muslim']"
"Bismillah min, untuk pengembangan aplikasi request widget untuk bagian ayat terakhir yang di baca min. Mode premium juga gkpp, Sepertinya samgat bermanfaat biar bisa ada widget untuk melanjutkan bacaan ayat yg terakhir dibaca. Makin praktis agar pengguna dekat dengan alquran. 😁",5,1,"bismillah min, untuk pengembangan aplikasi request widget untuk bagian ayat terakhir yang di baca min. mode premium juga gkpp, sepertinya samgat bermanfaat biar bisa ada widget untuk melanjutkan bacaan ayat yg terakhir dibaca. makin praktis agar pengguna dekat dengan alquran. 😁","bismillah min, pengembangan aplikasi request widget ayat baca min. mode premium gkpp, samgat bermanfaat biar widget melanjutkan bacaan ayat yg dibaca. praktis pengguna alquran. 😁","bismillah min, pengembangan aplikasi request widget ayat baca min. mode premium gkpp, samgat bermanfaat biar widget melanjutkan bacaan ayat yg dibaca. praktis pengguna alquran. ","['bismillah', 'min', ',', 'pengembangan', 'aplikasi', 'request', 'widget', 'ayat', 'baca', 'min', '.', 'mode', 'premium', 'gkpp', ',', 'samgat', 'bermanfaat', 'biar', 'widget', 'melanjutkan', 'bacaan', 'ayat', 'yg', 'dibaca', '.', 'praktis', 'pengguna', 'alquran', '.']","['bismillah', 'min', ',', 'pengembangan', 'aplikasi', 'request', 'widget', 'ayat', 'baca', 'min', '.', 'mode', 'premium', 'gkpp', ',', 'samgat', 'bermanfaat', 'biar', 'widget', 'melanjutkan', 'bacaan', 'ayat', ' yang', 'dibaca', '.', 'praktis', 'pengguna', 'alquran', '.']","['bismillah', 'min', ',', 'pengembangan', 'aplikasi', 'request', 'widget', 'ayat', 'baca', 'min', '.', 'mode', 'premium', 'gkpp', ',', 'samgat', 'bermanfaat', 'biar', 'widget', 'melanjutkan', 'bacaan', 'ayat', ' yang', 'dibaca', '.', 'praktis', 'pengguna', 'alquran', '.']"
"Nangis banget update sekarang widget jadwal sholatnya premium, padahal itu kepake banget. Skrg jadi nggak terlalu kepake aplikasinya karena lebih sering baca di kitab Al-qur'annya. Mungkin kalau mau baca artinya baru buka ini. Tapi sejauh ini aplikasinya bagus, cuma agak kecewa aja nggak bisa pakai widget jadwal sholatnya lagi.",4,1,"nangis banget update sekarang widget jadwal sholatnya premium, padahal itu kepake banget. skrg jadi nggak terlalu kepake aplikasinya karena lebih sering baca di kitab al-qur'annya. mungkin kalau mau baca artinya baru buka ini. tapi sejauh ini aplikasinya bagus, cuma agak kecewa aja nggak bisa pakai widget jadwal sholatnya lagi.","nangis banget update widget jadwal sholatnya premium, kepake banget. skrg nggak kepake aplikasinya baca kitab al-qur'annya. baca buka ini. aplikasinya bagus, kecewa aja nggak pakai widget jadwal sholatnya lagi.","nangis banget update widget jadwal sholatnya premium, kepake banget. skrg nggak kepake aplikasinya baca kitab al-qur'annya. baca buka ini. aplikasinya bagus, kecewa aja nggak pakai widget jadwal sholatnya lagi.","['nangis', 'banget', 'update', 'widget', 'jadwal', 'sholatnya', 'premium', ',', 'kepake', 'banget', '.', 'skrg', 'nggak', 'kepake', 'aplikasinya', 'baca', 'kitab', ""al-qur'annya"", '.', 'baca', 'buka', 'ini', '.', 'aplikasinya', 'bagus', ',', 'kecewa', 'aja', 'nggak', 'pakai', 'widget', 'jadwal', 'sholatnya', 'lagi', '.']","[' menangis', 'banget', ' terbaru', 'widget', 'jadwal', 'sholatnya', 'premium', ',', ' dipakai', 'banget', '.', ' sekarang', ' tidak', ' dipakai', 'aplikasinya', 'baca', 'kitab', ""al-qur'annya"", '.', 'baca', 'buka', 'ini', '.', 'aplikasinya', 'bagus', ',', 'kecewa', ' saja', ' tidak', 'pakai', 'widget', 'jadwal', 'sholatnya', 'lagi', '.']","[' menangis', 'banget', ' terbaru', 'widget', 'jadwal', 'sholatnya', 'premium', ',', ' dipakai', 'banget', '.', ' sekarang', ' tidak', ' dipakai', 'aplikasinya', 'baca', 'kitab', ""al-qur'annya"", '.', 'baca', 'buka', 'ini', '.', 'aplikasinya', 'bagus', ',', 'kecewa', ' saja', ' tidak', 'pakai', 'widget', 'jadwal', 'sholatnya', 'lagi', '.']"
Apl ini bagus banget tapi tolong iklannya mengganggu. Aplikasinya keren bisa suara azan. Jadi tolong perbaiki semuanya Assalamu'alaikum,4,1,apl ini bagus banget tapi tolong iklannya mengganggu. aplikasinya keren bisa suara azan. jadi tolong perbaiki semuanya assalamu'alaikum,apl bagus banget tolong iklannya mengganggu. aplikasinya keren suara azan. tolong perbaiki assalamu'alaikum,apl bagus banget tolong iklannya mengganggu. aplikasinya keren suara azan. tolong perbaiki assalamu'alaikum,"['apl', 'bagus', 'banget', 'tolong', 'iklannya', 'mengganggu', '.', 'aplikasinya', 'keren', 'suara', 'azan', '.', 'tolong', 'perbaiki', ""assalamu'alaikum""]","[' aplikasi', 'bagus', 'banget', 'tolong', 'iklannya', 'mengganggu', '.', 'aplikasinya', 'keren', 'suara', 'azan', '.', 'tolong', 'perbaiki', ""assalamu'alaikum""]","[' aplikasi', 'bagus', 'banget', 'tolong', 'iklannya', 'mengganggu', '.', 'aplikasinya', 'keren', 'suara', 'azan', '.', 'tolong', 'perbaiki', ""assalamu'alaikum""]"
"aplikasi ini sangat bagus sebelumnya anak saya candu main game karna ada irama² yang merdu anak saya jadi suka ngaji dan lalu ia tertarik untuk mondok, hanya ini terimakasih",4,1,"aplikasi ini sangat bagus sebelumnya anak saya candu main game karna ada irama² yang merdu anak saya jadi suka ngaji dan lalu ia tertarik untuk mondok, hanya ini terimakasih","aplikasi bagus anak candu main game karna irama² merdu anak suka ngaji tertarik mondok, terimakasih","aplikasi bagus anak candu main game karna irama² merdu anak suka ngaji tertarik mondok, terimakasih","['aplikasi', 'bagus', 'anak', 'candu', 'main', 'game', 'karna', 'irama²', 'merdu', 'anak', 'suka', 'ngaji', 'tertarik', 'mondok', ',', 'terimakasih']","['aplikasi', 'bagus', 'anak', 'candu', 'main', 'game', ' karena', 'irama²', 'merdu', 'anak', 'suka', 'ngaji', 'tertarik', 'mondok', ',', ' terima kasih']","['aplikasi', 'bagus', 'anak', 'candu', 'main', 'game', ' karena', 'irama²', 'merdu', 'anak', 'suka', 'ngaji', 'tertarik', 'mondok', ',', ' terima kasih']"
"Dulu suka banget sama aplikasi ini, soalnya bisa ngingetin waktu sholat dan bisa ditampilin di beranda. Tapi sekarang udh ga bisa, harus premium dulu. Hmmm...",3,0,"dulu suka banget sama aplikasi ini, soalnya bisa ngingetin waktu sholat dan bisa ditampilin di beranda. tapi sekarang udh ga bisa, harus premium dulu. hmmm...","suka banget aplikasi ini, ngingetin sholat ditampilin beranda. udh ga bisa, premium dulu. hmmm...","suka banget aplikasi ini, ngingetin sholat ditampilin beranda. udh ga bisa, premium dulu. hmmm...","['suka', 'banget', 'aplikasi', 'ini', ',', 'ngingetin', 'sholat', 'ditampilin', 'beranda', '.', 'udh', 'ga', 'bisa', ',', 'premium', 'dulu', '.', 'hmmm', '...']","['suka', 'banget', 'aplikasi', 'ini', ',', 'ngingetin', 'sholat', 'ditampilin', 'beranda', '.', 'udh', 'ga', 'bisa', ',', 'premium', 'dulu', '.', 'hmmm', '...']","['suka', 'banget', 'aplikasi', 'ini', ',', 'ngingetin', 'sholat', 'ditampilin', 'beranda', '.', 'udh', 'ga', 'bisa', ',', 'premium', 'dulu', '.', 'hmmm', '...']"
"Alhamdulillah sudah install aplikasi sejak lama bangettt, tapi setelah di-update bar jadwal sholat jadi hilang di tampilan hp saya, hanya aplikasi ini yang mengingatkan waktu sholat saya sehari hari, dan sekarang ternyata harus beli versi premiumnya untuk membuka fitur"" lainya, meskipun jadwal sholat masih bisa dilihat ketika membuka aplikasi nya dlu itu sedikit merepotkan, sedikit kekecewaan bagi saya, maaf saya kasih rating sesuai hati nurani saya kak🙏",2,-1,"alhamdulillah sudah install aplikasi sejak lama bangettt, tapi setelah di-update bar jadwal sholat jadi hilang di tampilan hp saya, hanya aplikasi ini yang mengingatkan waktu sholat saya sehari hari, dan sekarang ternyata harus beli versi premiumnya untuk membuka fitur"" lainya, meskipun jadwal sholat masih bisa dilihat ketika membuka aplikasi nya dlu itu sedikit merepotkan, sedikit kekecewaan bagi saya, maaf saya kasih rating sesuai hati nurani saya kak🙏","alhamdulillah install aplikasi bangettt, di-update bar jadwal sholat hilang tampilan hp saya, aplikasi sholat sehari hari, beli versi premiumnya membuka fitur"" lainya, jadwal sholat membuka aplikasi nya dlu merepotkan, kekecewaan saya, maaf kasih rating sesuai hati nurani kak🙏","alhamdulillah install aplikasi bangettt, di-update bar jadwal sholat hilang tampilan hp saya, aplikasi sholat sehari hari, beli versi premiumnya membuka fitur"" lainya, jadwal sholat membuka aplikasi nya dlu merepotkan, kekecewaan saya, maaf kasih rating sesuai hati nurani kak","['alhamdulillah', 'install', 'aplikasi', 'bangettt', ',', 'di-update', 'bar', 'jadwal', 'sholat', 'hilang', 'tampilan', 'hp', 'saya', ',', 'aplikasi', 'sholat', 'sehari', 'hari', ',', 'beli', 'versi', 'premiumnya', 'membuka', 'fitur', ""''"", 'lainya', ',', 'jadwal', 'sholat', 'membuka', 'aplikasi', 'nya', 'dlu', 'merepotkan', ',', 'kekecewaan', 'saya', ',', 'maaf', 'kasih', 'rating', 'sesuai', 'hati', 'nurani', 'kak']","['alhamdulillah', ' pasang', 'aplikasi', 'bangettt', ',', 'di-update', 'bar', 'jadwal', 'sholat', 'hilang', 'tampilan', ' seluler', 'saya', ',', 'aplikasi', 'sholat', 'sehari', 'hari', ',', 'beli', 'versi', 'premiumnya', 'membuka', 'fitur', ""''"", ' selain', ',', 'jadwal', 'sholat', 'membuka', 'aplikasi', 'nya', ' dulu', 'merepotkan', ',', 'kekecewaan', 'saya', ',', 'maaf', 'kasih', 'rating', 'sesuai', 'hati', 'nurani', 'kak']","['alhamdulillah', ' pasang', 'aplikasi', 'bangettt', ',', 'di-update', 'bar', 'jadwal', 'sholat', 'hilang', 'tampilan', ' seluler', 'saya', ',', 'aplikasi', 'sholat', 'sehari', 'hari', ',', 'beli', 'versi', 'premiumnya', 'membuka', 'fitur', ""''"", ' selain', ',', 'jadwal', 'sholat', 'membuka', 'aplikasi', 'nya', ' dulu', 'merepotkan', ',', 'kekecewaan', 'saya', ',', 'maaf', 'kasih', 'rating', 'sesuai', 'hati', 'nurani', 'kak']"
"Aplikasi Al-Qur'an terbagus saya pake dari saya kelas 2 SMP sampe sekarang saya udah kerja tetep pake aplikasi ini,tidak ada yang berubah,makin sering di update makin bagus terimakasih",5,1,"aplikasi al-qur'an terbagus saya pake dari saya kelas 2 smp sampe sekarang saya udah kerja tetep pake aplikasi ini,tidak ada yang berubah,makin sering di update makin bagus terimakasih","aplikasi al-qur'an terbagus pake kelas 2 smp sampe udah kerja tetep pake aplikasi ini,tidak berubah,makin update bagus terimakasih","aplikasi al-qur'an terbagus pake kelas 2 smp sampe udah kerja tetep pake aplikasi ini,tidak berubah,makin update bagus terimakasih","['aplikasi', ""al-qur'an"", 'terbagus', 'pake', 'kelas', '2', 'smp', 'sampe', 'udah', 'kerja', 'tetep', 'pake', 'aplikasi', 'ini', ',', 'tidak', 'berubah', ',', 'makin', 'update', 'bagus', 'terimakasih']","['aplikasi', ""al-qur'an"", 'terbagus', ' pakai', 'kelas', '2', 'smp', ' sampai', ' sudah', 'kerja', 'tetep', ' pakai', 'aplikasi', 'ini', ',', 'tidak', 'berubah', ',', 'makin', ' terbaru', 'bagus', ' terima kasih']","['aplikasi', ""al-qur'an"", 'terbagus', ' pakai', 'kelas', '2', 'smp', ' sampai', ' sudah', 'kerja', 'tetep', ' pakai', 'aplikasi', 'ini', ',', 'tidak', 'berubah', ',', 'makin', ' terbaru', 'bagus', ' terima kasih']"
Alhamdulillah.. sangat membantu kami dalam membaca dan mempelajari kitab Al Qur'an.. semoga semakin ditingkatkan bentuk dan kreatifitasnya.. biar semakin mudah difahami..👍👍👍👍,4,1,alhamdulillah.. sangat membantu kami dalam membaca dan mempelajari kitab al qur'an.. semoga semakin ditingkatkan bentuk dan kreatifitasnya.. biar semakin mudah difahami..👍👍👍👍,alhamdulillah.. membantu membaca mempelajari kitab al qur'an.. semoga ditingkatkan bentuk kreatifitasnya.. biar mudah difahami..👍👍👍👍,alhamdulillah.. membantu membaca mempelajari kitab al qur'an.. semoga ditingkatkan bentuk kreatifitasnya.. biar mudah difahami..,"['alhamdulillah', '..', 'membantu', 'membaca', 'mempelajari', 'kitab', 'al', ""qur'an"", '..', 'semoga', 'ditingkatkan', 'bentuk', 'kreatifitasnya', '..', 'biar', 'mudah', 'difahami', '..']","['alhamdulillah', '..', 'membantu', 'membaca', 'mempelajari', 'kitab', 'al', ""qur'an"", '..', 'semoga', 'ditingkatkan', 'bentuk', 'kreatifitasnya', '..', 'biar', 'mudah', 'difahami', '..']","['alhamdulillah', '..', 'membantu', 'membaca', 'mempelajari', 'kitab', 'al', ""qur'an"", '..', 'semoga', 'ditingkatkan', 'bentuk', 'kreatifitasnya', '..', 'biar', 'mudah', 'difahami', '..']"
"Jujur lebih bagus versi lama. Versi sekarang iklannya sungguh mengganggu, fitur widget juga udah ngga bisa lagi dipake karna harus premium.",4,1,"jujur lebih bagus versi lama. versi sekarang iklannya sungguh mengganggu, fitur widget juga udah ngga bisa lagi dipake karna harus premium.","jujur bagus versi lama. versi iklannya sungguh mengganggu, fitur widget udah ngga dipake karna premium.","jujur bagus versi lama. versi iklannya sungguh mengganggu, fitur widget udah ngga dipake karna premium.","['jujur', 'bagus', 'versi', 'lama', '.', 'versi', 'iklannya', 'sungguh', 'mengganggu', ',', 'fitur', 'widget', 'udah', 'ngga', 'dipake', 'karna', 'premium', '.']","['jujur', 'bagus', 'versi', 'lama', '.', 'versi', 'iklannya', 'sungguh', 'mengganggu', ',', 'fitur', 'widget', ' sudah', ' tidak', 'dipake', ' karena', 'premium', '.']","['jujur', 'bagus', 'versi', 'lama', '.', 'versi', 'iklannya', 'sungguh', 'mengganggu', ',', 'fitur', 'widget', ' sudah', ' tidak', 'dipake', ' karena', 'premium', '.']"
"Bagus sebenarnya, tapi sering tidak muncul notifikasi saat adzan tiba waktunya, dan sekarang widget nya tdk dapat menampilkan daftar waktu sholat (jadwal sholat ini hanya untuk) itu saja ketika widget di layar beranda ponsel Mohon perbaikannya",3,0,"bagus sebenarnya, tapi sering tidak muncul notifikasi saat adzan tiba waktunya, dan sekarang widget nya tdk dapat menampilkan daftar waktu sholat (jadwal sholat ini hanya untuk) itu saja ketika widget di layar beranda ponsel mohon perbaikannya","bagus sebenarnya, muncul notifikasi adzan waktunya, widget nya tdk menampilkan daftar sholat (jadwal sholat untuk) widget layar beranda ponsel mohon perbaikannya","bagus sebenarnya, muncul notifikasi adzan waktunya, widget nya tdk menampilkan daftar sholat (jadwal sholat untuk) widget layar beranda ponsel mohon perbaikannya","['bagus', 'sebenarnya', ',', 'muncul', 'notifikasi', 'adzan', 'waktunya', ',', 'widget', 'nya', 'tdk', 'menampilkan', 'daftar', 'sholat', '(', 'jadwal', 'sholat', 'untuk', ')', 'widget', 'layar', 'beranda', 'ponsel', 'mohon', 'perbaikannya']","['bagus', 'sebenarnya', ',', 'muncul', 'notifikasi', 'adzan', 'waktunya', ',', 'widget', 'nya', ' tidak', 'menampilkan', 'daftar', 'sholat', '(', 'jadwal', 'sholat', 'untuk', ')', 'widget', 'layar', 'beranda', 'ponsel', 'mohon', 'perbaikannya']","['bagus', 'sebenarnya', ',', 'muncul', 'notifikasi', 'adzan', 'waktunya', ',', 'widget', 'nya', ' tidak', 'menampilkan', 'daftar', 'sholat', '(', 'jadwal', 'sholat', 'untuk', ')', 'widget', 'layar', 'beranda', 'ponsel', 'mohon', 'perbaikannya']"
"Aku baru-baru berlanggan pertahun tapi theme widget tidak ada pilihan warna hitam hanya putih saja tidak seperti dulu widgetnya hitam, semoga bisa ada widget theme hitam biar nyatuh tema hp yang digunakan",5,1,"aku baru-baru berlanggan pertahun tapi theme widget tidak ada pilihan warna hitam hanya putih saja tidak seperti dulu widgetnya hitam, semoga bisa ada widget theme hitam biar nyatuh tema hp yang digunakan","baru-baru berlanggan pertahun theme widget pilihan warna hitam putih widgetnya hitam, semoga widget theme hitam biar nyatuh tema hp","baru-baru berlanggan pertahun theme widget pilihan warna hitam putih widgetnya hitam, semoga widget theme hitam biar nyatuh tema hp","['baru-baru', 'berlanggan', 'pertahun', 'theme', 'widget', 'pilihan', 'warna', 'hitam', 'putih', 'widgetnya', 'hitam', ',', 'semoga', 'widget', 'theme', 'hitam', 'biar', 'nyatuh', 'tema', 'hp']","['baru-baru', 'berlanggan', 'pertahun', 'theme', 'widget', 'pilihan', 'warna', 'hitam', 'putih', 'widgetnya', 'hitam', ',', 'semoga', 'widget', 'theme', 'hitam', 'biar', 'nyatuh', 'tema', ' seluler']","['baru-baru', 'berlanggan', 'pertahun', 'theme', 'widget', 'pilihan', 'warna', 'hitam', 'putih', 'widgetnya', 'hitam', ',', 'semoga', 'widget', 'theme', 'hitam', 'biar', 'nyatuh', 'tema', ' seluler']"
"bagus buat jadwal sholatnya tepat waktu, arah kiblatnya aja yg agak kurang presisi tapi ngga terlalu jauh kok, alqur'annya juga tulisannya ok..",5,1,"bagus buat jadwal sholatnya tepat waktu, arah kiblatnya aja yg agak kurang presisi tapi ngga terlalu jauh kok, alqur'annya juga tulisannya ok..","bagus jadwal sholatnya waktu, arah kiblatnya aja yg presisi ngga kok, alqur'annya tulisannya ok..","bagus jadwal sholatnya waktu, arah kiblatnya aja yg presisi ngga kok, alqur'annya tulisannya ok..","['bagus', 'jadwal', 'sholatnya', 'waktu', ',', 'arah', 'kiblatnya', 'aja', 'yg', 'presisi', 'ngga', 'kok', ',', ""alqur'annya"", 'tulisannya', 'ok', '..']","['bagus', 'jadwal', 'sholatnya', 'waktu', ',', 'arah', 'kiblatnya', ' saja', ' yang', 'presisi', ' tidak', 'kok', ',', ""alqur'annya"", 'tulisannya', ' ok', '..']","['bagus', 'jadwal', 'sholatnya', 'waktu', ',', 'arah', 'kiblatnya', ' saja', ' yang', 'presisi', ' tidak', 'kok', ',', ""alqur'annya"", 'tulisannya', ' ok', '..']"
"aplikasi nya bagus, bisa ditandain sampe mana yg dibaca, dn juga bisa didengarkan murottal nya, pokok nya aplikasi nya perfect bgt dehhh!!!!",5,1,"aplikasi nya bagus, bisa ditandain sampe mana yg dibaca, dn juga bisa didengarkan murottal nya, pokok nya aplikasi nya perfect bgt dehhh!!!!","aplikasi nya bagus, ditandain sampe yg dibaca, dn didengarkan murottal nya, pokok nya aplikasi nya perfect bgt dehhh!!!!","aplikasi nya bagus, ditandain sampe yg dibaca, dn didengarkan murottal nya, pokok nya aplikasi nya perfect bgt dehhh!!!!","['aplikasi', 'nya', 'bagus', ',', 'ditandain', 'sampe', 'yg', 'dibaca', ',', 'dn', 'didengarkan', 'murottal', 'nya', ',', 'pokok', 'nya', 'aplikasi', 'nya', 'perfect', 'bgt', 'dehhh', '!', '!', '!', '!']","['aplikasi', 'nya', 'bagus', ',', 'ditandain', ' sampai', ' yang', 'dibaca', ',', 'dan', 'didengarkan', 'murottal', 'nya', ',', 'pokok', 'nya', 'aplikasi', 'nya', 'perfect', ' banget', 'dehhh', '!', '!', '!', '!']","['aplikasi', 'nya', 'bagus', ',', 'ditandain', ' sampai', ' yang', 'dibaca', ',', 'dan', 'didengarkan', 'murottal', 'nya', ',', 'pokok', 'nya', 'aplikasi', 'nya', 'perfect', ' banget', 'dehhh', '!', '!', '!', '!']"
"ma syaa ALLAH dgn adanya Al - Qur'an android sangat simple ,bisa ngaji kapan aja. bsa mentadaburi kpn saja .dan bsa mendengarkan murotal setiap saat.walaupun tetap mushaf yg lebih baik. tapi ketika kita diluar rumah sangat membantu 😊",5,1,"ma syaa allah dgn adanya al - qur'an android sangat simple ,bisa ngaji kapan aja. bsa mentadaburi kpn saja .dan bsa mendengarkan murotal setiap saat.walaupun tetap mushaf yg lebih baik. tapi ketika kita diluar rumah sangat membantu 😊","ma syaa allah dgn al - qur'an android simple ,bisa ngaji aja. bsa mentadaburi kpn .dan bsa mendengarkan murotal saat.walaupun mushaf yg baik. diluar rumah membantu 😊","ma syaa allah dgn al - qur'an android simple ,bisa ngaji aja. bsa mentadaburi kpn .dan bsa mendengarkan murotal saat.walaupun mushaf yg baik. diluar rumah membantu ","['ma', 'syaa', 'allah', 'dgn', 'al', '-', ""qur'an"", 'android', 'simple', ',', 'bisa', 'ngaji', 'aja', '.', 'bsa', 'mentadaburi', 'kpn', '.dan', 'bsa', 'mendengarkan', 'murotal', 'saat.walaupun', 'mushaf', 'yg', 'baik', '.', 'diluar', 'rumah', 'membantu']","['ma', 'syaa', 'allah', ' dengan', 'al', '-', ""qur'an"", ' seluler', ' sederhana', ',', 'bisa', 'ngaji', ' saja', '.', ' bisa', 'mentadaburi', ' kapan', '.dan', ' bisa', 'mendengarkan', 'murotal', 'saat.walaupun', 'mushaf', ' yang', 'baik', '.', 'diluar', 'rumah', 'membantu']","['ma', 'syaa', 'allah', ' dengan', 'al', '-', ""qur'an"", ' seluler', ' sederhana', ',', 'bisa', 'ngaji', ' saja', '.', ' bisa', 'mentadaburi', ' kapan', '.dan', ' bisa', 'mendengarkan', 'murotal', 'saat.walaupun', 'mushaf', ' yang', 'baik', '.', 'diluar', 'rumah', 'membantu']"
